pl_name,hostname,sy_snum,pl_rade,pl_bmassj,st_spectype,sy_dist
"Kepler-1573 b","Kepler-1573",1,1.20000000,,,1455.36000000
"Kepler-1574 b","Kepler-1574",1,1.29000000,,,1384.16000000
"Kepler-157 c","Kepler-157",1,2.24000000,,,773.71300000
"Kepler-1575 b","Kepler-1575",1,1.31000000,,,1246.92000000
"Kepler-1245 c","Kepler-1245",1,1.44000000,,,805.93600000
"Kepler-1576 b","Kepler-1576",1,1.04000000,,,460.91000000
"Kepler-1719 b","Kepler-1719",1,3.95000623,,,905.40600000
"Kepler-1254 c","Kepler-1254",1,1.30000000,,,622.81800000
"Kepler-1948 b","Kepler-1948",1,1.03283226,,,193.90300000
"Kepler-1577 b","Kepler-1577",1,1.13000000,,,510.02900000
"Kepler-468 b","Kepler-468",1,13.34000000,,,442.87100000
"Kepler-30 d","Kepler-30",1,8.80000000,0.07300000,,914.22100000
"Kepler-1578 b","Kepler-1578",1,1.04000000,,,1064.05000000
"Kepler-1254 d","Kepler-1254",1,1.31000000,,,622.81800000
"Kepler-555 b","Kepler-555",1,2.83000000,,,973.12100000
"Kepler-1949 b","Kepler-1949",1,2.21964541,,,2617.35000000
"Kepler-1579 b","Kepler-1579",1,0.84000000,,,
"Kepler-1993 b","Kepler-1993",1,4.15000000,,,1031.91000000
"Kepler-390 c","Kepler-390",2,0.79000000,,,435.27700000
"Kepler-1580 b","Kepler-1580",1,2.11000000,,,1002.02000000
"Kepler-1581 b","Kepler-1581",1,0.80000000,,,493.17500000
"Kepler-436 b","Kepler-436",1,2.73000000,,,588.86700000
"Kepler-1582 b","Kepler-1582",1,1.49000000,,,78.89060000
"Kepler-1583 b","Kepler-1583",1,0.60000000,,,403.93300000
"Kepler-1584 b","Kepler-1584",1,1.61000000,,,1416.31000000
"Kepler-391 c","Kepler-391",1,2.88000000,1.41585834,"K2 III-IV",869.23600000
"Kepler-556 b","Kepler-556",1,2.24000000,,,674.59800000
"Kepler-1585 b","Kepler-1585",1,1.79000000,,,944.46500000
"Kepler-1586 b","Kepler-1586",1,1.52000000,,,552.55000000
"Kepler-1587 b","Kepler-1587",1,1.33000000,,,1026.48000000
"Kepler-196 d","Kepler-196",1,2.66065673,,,451.31200000
"Kepler-1950 b","Kepler-1950",1,1.52696349,,,697.25300000
"Kepler-1588 b","Kepler-1588",1,0.76000000,,,924.14100000
"Kepler-1859 c","Kepler-1859",1,1.66000000,,,1331.25000000
"Kepler-1951 b","Kepler-1951",1,2.32107188,,,1277.32000000
"Kepler-1589 b","Kepler-1589",1,1.09000000,,,1513.14000000
"Kepler-686 b","Kepler-686",1,12.15000000,,,1490.94000000
"Kepler-1590 b","Kepler-1590",1,1.14000000,,,771.15200000
"Kepler-1591 b","Kepler-1591",1,1.27000000,,,1419.58000000
"Kepler-392 c","Kepler-392",1,1.10000000,,,681.42800000
"Kepler-1952 b","Kepler-1952",1,1.23923346,,,852.06200000
"Kepler-10 b","Kepler-10",1,1.47000000,0.01019418,,185.50600000
"Kepler-1728 b","Kepler-1728",1,2.95501875,,,651.78300000
"Kepler-1592 b","Kepler-1592",1,1.54000000,,,1639.47000000
"Kepler-147 c","Kepler-147",1,2.43000000,,,1042.02000000
"Kepler-1593 b","Kepler-1593",1,3.17000000,,,638.24900000
"Kepler-544 b","Kepler-544",1,2.12000000,,,963.18000000
"Kepler-1594 b","Kepler-1594",1,1.06000000,,,976.86800000
"Kepler-1595 b","Kepler-1595",1,1.23000000,,,845.02200000
"Kepler-577 b","Kepler-577",1,2.55000000,,,524.24700000
"Kepler-1596 b","Kepler-1596",1,1.90000000,,,2146.23000000
"Kepler-403 d","Kepler-403",1,1.42000000,,,840.26900000
"Kepler-1953 b","Kepler-1953",1,1.28574667,,,605.63100000
"Kepler-1597 b","Kepler-1597",1,1.06000000,,,1221.05000000
"Kepler-1598 b","Kepler-1598",1,0.95000000,,,619.86200000
"Kepler-1599 b","Kepler-1599",1,1.62000000,,,1328.20000000
"Kepler-1600 c","Kepler-1600",1,1.94206512,,,1030.81000000
"Kepler-1702 b","Kepler-1702",1,1.60190793,,,857.14000000
"Kepler-687 b","Kepler-687",1,3.52000000,,,633.66000000
"Kepler-235 b","Kepler-235",1,2.23000000,,,428.01800000
"Kepler-446 c","Kepler-446",1,1.11000000,,"M4",96.33900000
"Kepler-1601 b","Kepler-1601",1,0.82000000,,,644.45600000
"Kepler-1954 b","Kepler-1954",1,1.80235934,,,1373.83000000
"Kepler-1955 b","Kepler-1955",1,1.16654878,,,449.35100000
"Kepler-1602 b","Kepler-1602",1,1.34000000,,,629.80400000
"Kepler-597 b","Kepler-597",1,2.37000000,,,663.41800000
"Kepler-1603 b","Kepler-1603",1,1.29000000,,,2712.58000000
"Kepler-1604 b","Kepler-1604",1,1.41000000,,,541.18900000
"Kepler-1956 b","Kepler-1956",1,1.08940238,,,360.46800000
"Kepler-1605 b","Kepler-1605",1,1.08000000,,,546.23000000
"Kepler-1957 b","Kepler-1957",1,0.94374867,,,460.89900000
"Kepler-183 c","Kepler-183",1,2.27000000,,,1050.64000000
"Kepler-1606 b","Kepler-1606",1,2.07000000,,,831.28700000
"Kepler-688 b","Kepler-688",1,9.76000000,,,1357.75000000
"Kepler-1607 b","Kepler-1607",1,0.92000000,,,1286.10000000
"Kepler-1608 b","Kepler-1608",1,1.73000000,,,
"Kepler-444 b","Kepler-444",3,0.40300000,,"K",36.43960000
"Kepler-1958 b","Kepler-1958",1,2.05124311,,,1320.38000000
"Kepler-1959 b","Kepler-1959",1,1.14315727,,,479.26300000
"Kepler-1960 b","Kepler-1960",1,1.30749704,,,1527.56000000
"Kepler-444 c","Kepler-444",3,0.49700000,,"K",36.43960000
"Kepler-1609 b","Kepler-1609",1,2.22000000,,,1826.04000000
"Kepler-578 b","Kepler-578",1,2.00000000,,,541.43200000
"Kepler-444 d","Kepler-444",3,0.53000000,,"K",36.43960000
"Kepler-1610 b","Kepler-1610",1,1.61000000,,,864.33100000
"Kepler-1610 c","Kepler-1610",1,2.09000000,,,864.33100000
"Kepler-689 b","Kepler-689",1,2.89000000,,,1131.73000000
"Kepler-444 e","Kepler-444",3,0.54600000,,"K",36.43960000
"Kepler-1961 b","Kepler-1961",1,1.61878080,,,1042.45000000
"Kepler-1611 b","Kepler-1611",1,0.81000000,,,908.44400000
"KOI-94 c","KOI-94",2,4.32000000,0.04900000,,477.05200000
"Kepler-624 b","Kepler-624",1,2.31000000,,,748.18800000
"Kepler-1612 b","Kepler-1612",1,1.03000000,,,764.72600000
"Kepler-444 f","Kepler-444",3,0.74100000,,"K",36.43960000
"Kepler-1962 b","Kepler-1962",1,1.21463929,,,866.82600000
"Kepler-625 b","Kepler-625",1,1.99000000,,,760.70800000
"Kepler-158 b","Kepler-158",1,2.12000000,,,315.17700000
"Kepler-626 b","Kepler-626",1,2.29000000,,,635.64300000
"Kepler-1653 b","Kepler-1653",1,2.17000000,,,
"Kepler-627 b","Kepler-627",1,3.73000000,,,984.30700000
"Kepler-1613 b","Kepler-1613",1,2.08000000,,,1508.33000000
"Kepler-1614 b","Kepler-1614",1,1.49000000,,,1191.19000000
"Kepler-1615 b","Kepler-1615",1,2.06000000,,,1393.83000000
"Kepler-690 b","Kepler-690",1,5.95000000,,,1665.31000000
"Kepler-236 c","Kepler-236",1,2.00000000,,,288.76300000
"Kepler-1616 b","Kepler-1616",1,1.02000000,,,1137.81000000
"Kepler-79 c","Kepler-79",1,3.76000000,0.01447322,,1020.72000000
"Kepler-168 c","Kepler-168",1,2.69000000,,,1343.60000000
"Kepler-1656 b","Kepler-1656",1,,0.15000000,,185.87500000
"Kepler-1963 b","Kepler-1963",1,0.74437023,,,492.84700000
"Kepler-1617 b","Kepler-1617",1,1.20000000,,,898.31000000
"Kepler-629 b","Kepler-629",1,1.38000000,,,372.05000000
"Kepler-441 b","Kepler-441",1,1.64000000,,,268.00300000
"Kepler-1911 b","Kepler-1911",1,1.01100000,,,269.91200000
"Kepler-1964 b","Kepler-1964",1,1.78105870,,,
"Kepler-621 b","Kepler-621",1,2.30000000,,,
"Kepler-1618 b","Kepler-1618",1,1.26000000,,,1229.25000000
"Kepler-1972 b","Kepler-1972",1,0.80200000,0.00635563,,287.33900000
"Kepler-630 b","Kepler-630",1,3.18000000,,,839.78400000
"Kepler-579 b","Kepler-579",1,2.00000000,,,530.76500000
"Kepler-1965 b","Kepler-1965",1,1.35415138,,,521.79100000
"Kepler-1966 b","Kepler-1966",1,1.10479327,,,484.60100000
"Kepler-80 b","Kepler-80",1,2.67000000,0.02180411,"K5",369.45100000
"Kepler-691 b","Kepler-691",1,2.09000000,,,279.11500000
"Kepler-117 b","Kepler-117",1,8.05900000,0.09400000,"F8 V",1455.57000000
"Kepler-1619 b","Kepler-1619",1,0.76000000,,,734.85000000
"Kepler-1620 b","Kepler-1620",1,1.61000000,,,895.06900000
"Kepler-1967 b","Kepler-1967",1,0.73022577,,,249.10200000
"Kepler-1968 b","Kepler-1968",1,1.50004034,,,750.93000000
"Kepler-442 b","Kepler-442",1,1.34000000,,,365.96500000
"Kepler-1725 b","Kepler-1725",1,2.81251770,,,558.65200000
"Kepler-443 b","Kepler-443",1,2.33000000,,,802.27100000
"Kepler-1621 b","Kepler-1621",1,2.16000000,,,1631.66000000
"Kepler-1969 b","Kepler-1969",1,1.68161001,,,1204.54000000
"Kepler-692 b","Kepler-692",1,3.11000000,,,991.33600000
"Kepler-1622 b","Kepler-1622",1,1.47000000,,,796.47700000
"Kepler-1705 b","Kepler-1705",1,2.03000000,0.01406419,,1633.49000000
"KOI-4777.01","KOI-4777",1,0.51000000,0.31211810,,172.24500000
"Kepler-10 c","Kepler-10",1,2.35500000,0.03552231,,185.50600000
"Kepler-1623 b","Kepler-1623",1,1.31000000,,,837.48100000
"Kepler-199 b","Kepler-199",1,3.11000000,,,521.05400000
"Kepler-631 b","Kepler-631",1,2.90000000,,,761.96600000
"Kepler-632 b","Kepler-632",1,2.21000000,,,
"Kepler-1988 b","Kepler-1988",1,1.53000000,,,513.42600000
"Kepler-693 b","Kepler-693",2,10.18000000,,,1151.51000000
"KOI-94 e","KOI-94",2,6.56000000,0.11000000,,477.05200000
"Kepler-237 c","Kepler-237",1,2.08000000,,,657.82200000
"Kepler-1442 b","Kepler-1442",1,3.93000000,,,608.68000000
"Kepler-694 b","Kepler-694",1,2.80000000,,,1023.06000000
"Kepler-1912 b","Kepler-1912",1,1.35670508,,,297.01700000
"Kepler-450 d","Kepler-450",1,0.83700000,,,455.98200000
"Kepler-1443 b","Kepler-1443",1,0.97000000,,,593.64600000
"Kepler-1444 b","Kepler-1444",1,2.18000000,,,319.67500000
"Kepler-1445 b","Kepler-1445",1,0.96000000,,,506.35700000
"Kepler-1446 b","Kepler-1446",1,0.82000000,,,152.07500000
"Kepler-437 b","Kepler-437",1,2.14000000,,,
"Kepler-271 d","Kepler-271",1,0.66000000,,,404.54200000
"Kepler-1447 b","Kepler-1447",1,2.90000000,,,890.29600000
"Kepler-1448 b","Kepler-1448",1,1.61000000,,,768.90300000
"Kepler-1449 b","Kepler-1449",1,1.68000000,,,2006.48000000
"Kepler-580 b","Kepler-580",1,2.57000000,,,323.89900000
"Kepler-1450 b","Kepler-1450",1,1.71000000,,,505.82900000
"Kepler-1913 b","Kepler-1913",1,1.51852059,,,876.30000000
"Kepler-1986 b","Kepler-1986",1,1.89000000,,,912.08500000
"Kepler-79 b","Kepler-79",1,3.51000000,0.02391227,,1020.72000000
"Kepler-150 c","Kepler-150",1,3.69000000,,,891.09200000
"Kepler-1451 b","Kepler-1451",1,3.35000000,,,1058.72000000
"Kepler-1452 b","Kepler-1452",1,2.70000000,,,996.32000000
"Kepler-1914 b","Kepler-1914",1,2.94298030,,,1621.56000000
"Kepler-1453 b","Kepler-1453",1,2.67000000,,,1196.04000000
"Kepler-1455 b","Kepler-1455",1,2.16000000,,,357.62100000
"Kepler-438 b","Kepler-438",1,1.12000000,,,
"Kepler-1456 b","Kepler-1456",1,1.14000000,,,370.31200000
"Kepler-1457 b","Kepler-1457",1,1.99000000,,,889.88500000
"Kepler-1458 b","Kepler-1458",1,2.76000000,,,544.45000000
"Kepler-53 b","Kepler-53",1,2.89000000,0.34924506,,1366.07000000
"Kepler-1459 b","Kepler-1459",1,1.36000000,,,455.47900000
"Kepler-1460 b","Kepler-1460",1,1.96000000,,,553.21800000
"Kepler-274 b","Kepler-274",1,1.54000000,,,1333.62000000
"Kepler-428 b","Kepler-428",1,12.11000000,1.27000000,"K1 V",686.28400000
"Kepler-1461 b","Kepler-1461",1,2.03000000,,,679.10600000
"Kepler-1462 b","Kepler-1462",1,3.82000000,,,1017.82000000
"Kepler-1463 b","Kepler-1463",1,1.86000000,,,1687.47000000
"Kepler-1464 b","Kepler-1464",1,1.66000000,,,1151.73000000
"Kepler-274 c","Kepler-274",1,1.84000000,,,1333.62000000
"Kepler-1464 c","Kepler-1464",1,1.00000000,,,1151.73000000
"Kepler-1465 b","Kepler-1465",1,1.77000000,,,359.49700000
"Kepler-1466 b","Kepler-1466",1,1.55000000,,,631.94900000
"Kepler-1467 b","Kepler-1467",1,3.30000000,,,852.88800000
"Kepler-1915 b","Kepler-1915",1,3.21798413,,,1514.66000000
"Kepler-1468 d","Kepler-1468",1,3.33187146,,,1899.24000000
"Kepler-1468 b","Kepler-1468",1,1.73000000,,,1899.24000000
"Kepler-1468 c","Kepler-1468",1,1.15000000,,,1899.24000000
"Kepler-1469 b","Kepler-1469",1,2.80000000,,,1159.30000000
"Kepler-633 b","Kepler-633",1,1.63000000,,,680.54000000
"Kepler-296 f","Kepler-296",2,1.80000000,,,
"Kepler-1470 b","Kepler-1470",1,1.07000000,,,590.60100000
"Kepler-1916 b","Kepler-1916",1,2.61757235,,,2055.82000000
"Kepler-132 e","Kepler-132",2,1.18000000,,,349.54900000
"Kepler-880 c","Kepler-880",1,2.87000000,,,601.32400000
"Kepler-1471 c","Kepler-1471",1,1.88000000,,,978.67800000
"Kepler-1471 b","Kepler-1471",1,1.41000000,,,978.67800000
"Kepler-1472 b","Kepler-1472",1,1.90000000,,,1479.14000000
"Kepler-1473 b","Kepler-1473",1,1.19000000,,,652.25300000
"Kepler-1917 b","Kepler-1917",1,1.88971288,,,909.03700000
"Kepler-1474 b","Kepler-1474",1,2.16000000,,,1180.90000000
"Kepler-238 e","Kepler-238",1,5.60000000,0.53400000,,1798.75000000
"Kepler-1475 b","Kepler-1475",1,2.92000000,,,1568.38000000
"Kepler-1476 b","Kepler-1476",1,1.67000000,,,1002.74000000
"Kepler-1477 b","Kepler-1477",1,1.18000000,,,680.82800000
"Kepler-1478 b","Kepler-1478",1,1.73000000,,,1845.58000000
"Kepler-1696 b","Kepler-1696",1,2.80982017,,,1506.36000000
"Kepler-1479 b","Kepler-1479",1,1.83000000,,,728.66800000
"Kepler-1480 b","Kepler-1480",2,1.67000000,,,500.89200000
"Kepler-1481 b","Kepler-1481",1,1.23000000,,,459.07600000
"Kepler-1997 b","Kepler-1997",1,2.28000000,,,1502.34000000
"Kepler-1483 b","Kepler-1483",1,1.52000000,,,1273.78000000
"Kepler-1918 b","Kepler-1918",1,2.29763023,,,1030.11000000
"Kepler-545 b","Kepler-545",1,2.69000000,,,818.00100000
"Kepler-1484 b","Kepler-1484",1,2.11000000,,,2879.83000000
"Kepler-1919 b","Kepler-1919",1,2.62390658,,,1177.53000000
"Kepler-312 b","Kepler-312",1,1.29000000,,,797.72000000
"Kepler-1485 b","Kepler-1485",1,1.47000000,,,615.66000000
"Kepler-1486 b","Kepler-1486",1,2.32000000,,,1769.14000000
"Kepler-920 c","Kepler-920",1,3.80000000,,,1001.68000000
"Kepler-239 b","Kepler-239",1,2.33000000,,,648.10900000
"Kepler-1487 b","Kepler-1487",1,2.13000000,,,1014.62000000
"Kepler-1487 c","Kepler-1487",1,7.97000000,,,1014.62000000
"Kepler-1984 b","Kepler-1984",1,6.81000000,,,
"Kepler-581 b","Kepler-581",1,2.63000000,,,703.75800000
"Kepler-1488 b","Kepler-1488",1,1.86000000,,,905.82500000
"Kepler-1488 c","Kepler-1488",1,1.65156749,,,905.82500000
"Kepler-1489 b","Kepler-1489",1,1.77000000,,,1283.05000000
"Kepler-1490 b","Kepler-1490",1,3.04000000,,,862.92000000
"Kepler-1491 b","Kepler-1491",1,1.51000000,,,2065.59000000
"Kepler-1492 b","Kepler-1492",1,1.49000000,,,331.55300000
"Kepler-1493 b","Kepler-1493",1,1.41000000,,,555.05100000
"Kepler-1494 b","Kepler-1494",1,3.07000000,,,1285.48000000
"Kepler-1495 b","Kepler-1495",1,2.94000000,,,1355.54000000
"Kepler-315 c","Kepler-315",1,4.15000000,,,1160.63000000
"Kepler-1920 b","Kepler-1920",1,2.95415848,,,885.91300000
"Kepler-1921 b","Kepler-1921",1,2.89459458,,,928.98900000
"Kepler-1921 c","Kepler-1921",1,1.41000000,,,928.98900000
"Kepler-1496 b","Kepler-1496",1,2.22000000,,,1307.66000000
"Kepler-240 c","Kepler-240",1,2.20000000,,,746.92700000
"Kepler-1497 b","Kepler-1497",1,1.66000000,,,
"Kepler-937 c","Kepler-937",1,2.67000000,,,1571.46000000
"Kepler-1498 b","Kepler-1498",1,1.33000000,,,
"Kepler-634 b","Kepler-634",1,1.89000000,,,888.02700000
"Kepler-1499 b","Kepler-1499",1,1.19000000,,,309.86900000
"Kepler-1500 b","Kepler-1500",1,1.20000000,,,1217.82000000
"Kepler-1501 b","Kepler-1501",1,1.56000000,,,749.06000000
"Kepler-1502 b","Kepler-1502",1,3.18000000,,,1514.02000000
"Kepler-1980 b","Kepler-1980",1,2.21000000,,,1709.40000000
"Kepler-1503 b","Kepler-1503",1,2.27000000,,,1225.57000000
"Kepler-1710 b","Kepler-1710",1,3.19744103,,,305.19300000
"Kepler-1504 b","Kepler-1504",1,2.13000000,,,2435.94000000
"Kepler-1505 b","Kepler-1505",1,0.93000000,,,495.14800000
"Kepler-1506 b","Kepler-1506",1,1.32000000,,,2366.02000000
"Kepler-1922 b","Kepler-1922",1,2.29064904,,,1344.29000000
"Kepler-1507 b","Kepler-1507",1,0.84000000,,,320.47800000
"Kepler-1508 b","Kepler-1508",1,1.33000000,,,1260.28000000
"Kepler-411 d","Kepler-411",2,3.31900000,0.04782431,"K2 V",153.67600000
"Kepler-1509 b","Kepler-1509",1,1.85000000,,,2002.96000000
"Kepler-1923 b","Kepler-1923",1,1.95958179,,,990.83800000
"Kepler-635 b","Kepler-635",1,2.64000000,,,1141.08000000
"Kepler-1924 b","Kepler-1924",1,2.65446572,,,1910.77000000
"Kepler-1510 b","Kepler-1510",1,3.36000000,,,1696.25000000
"Kepler-159 b","Kepler-159",1,2.38000000,,,373.74400000
"Kepler-1925 b","Kepler-1925",1,3.00177922,,,1771.31000000
"Kepler-1511 b","Kepler-1511",1,1.68000000,,,1475.60000000
"Kepler-1512 b","Kepler-1512",1,1.18000000,,,
"Kepler-953 c","Kepler-953",1,1.19000000,,,258.89300000
"Kepler-1927 b","Kepler-1927",1,3.40627075,,,1091.00000000
"KOI-3503 b","KOI-3503",1,1.19000000,0.02894644,,887.06400000
"Kepler-695 b","Kepler-695",1,9.21000000,,,842.94700000
"Kepler-320 c","Kepler-320",1,1.37000000,,,826.61300000
"Kepler-546 b","Kepler-546",1,7.00000000,,,1019.65000000
"Kepler-320 b","Kepler-320",1,1.14000000,,,826.61300000
"Kepler-19 b","Kepler-19",1,2.20900000,0.01919275,,218.56200000
"Kepler-622 b","Kepler-622",1,2.13000000,,,284.76100000
"Kepler-169 e","Kepler-169",1,2.20000000,,,406.52900000
"Kepler-967 c","Kepler-967",1,3.65000000,,,568.54600000
"Kepler-598 b","Kepler-598",1,1.50000000,,,681.08600000
"KOI-1833 d","Kepler-968",1,2.58000000,0.03467280,,290.32400000
"Kepler-968 c","Kepler-968",1,1.69000000,,,290.32400000
"Kepler-599 b","Kepler-599",1,2.84000000,,,558.51700000
"Kepler-969 c","Kepler-969",1,0.99000000,,,390.35400000
"Kepler-328 b","Kepler-328",1,2.30000000,0.09000000,,2213.19000000
"Kepler-1665 b","Kepler-1665",1,2.83910787,,,335.51500000
"Kepler-990 c","Kepler-990",1,1.53000000,,,802.16300000
"Kepler-151 b","Kepler-151",1,3.06000000,,,649.91900000
"Kepler-27 b","Kepler-27",1,4.00000000,9.11000000,,1044.36000000
"Kepler-332 c","Kepler-332",1,1.09000000,,,344.19000000
"Kepler-489 b","Kepler-489",1,7.72000000,,,369.64500000
"Kepler-241 b","Kepler-241",1,2.33000000,,,
"Kepler-143 b","Kepler-143",1,2.41000000,,,809.46700000
"Kepler-332 d","Kepler-332",1,1.18000000,,,344.19000000
"Kepler-335 c","Kepler-335",1,3.07000000,,,1278.97000000
"Kepler-636 b","Kepler-636",2,4.45000000,,,310.30100000
"Kepler-1016 c","Kepler-1016",1,3.68000000,,,1402.82000000
"Kepler-582 b","Kepler-582",1,3.68000000,,,613.17900000
"Kepler-340 b","Kepler-340",1,2.53000000,,,808.76200000
"PH2 b","PH2",1,9.33708092,0.27400000,,343.86300000
"Kepler-342 e","Kepler-342",1,0.88000000,,,781.61100000
"Kepler-696 b","Kepler-696",1,6.14000000,,,1416.44000000
"Kepler-342 c","Kepler-342",1,1.96000000,,,781.61100000
"Kepler-1513 b","Kepler-1513",1,8.59400000,0.15200000,"G V",349.24700000
"KOI-3680 b","KOI-3680",1,11.09691000,1.93000000,,921.98600000
"Kepler-1514 b","Kepler-1514",1,12.41957200,5.28000000,,397.29200000
"Kepler-1514 c","Kepler-1514",1,1.17582410,,,397.29200000
"Kepler-1515 b","Kepler-1515",1,9.55000000,,,539.32100000
"Kepler-200 b","Kepler-200",1,2.13000000,,,665.91200000
"Kepler-1516 b","Kepler-1516",1,1.75000000,,,1358.95000000
"Kepler-343 c","Kepler-343",1,2.02000000,,,927.19300000
"Kepler-201 b","Kepler-201",1,2.46000000,,,636.44500000
"Kepler-1031 b","Kepler-1031",1,0.87000000,,,682.88200000
"Kepler-1038 c","Kepler-1038",1,1.41623380,,,584.13600000
"Kepler-454 b","Kepler-454",2,2.37000000,0.01699030,,230.86900000
"Kepler-1722 b","Kepler-1722",1,2.86719266,,,772.28300000
"Kepler-347 c","Kepler-347",1,1.75000000,,,1298.88000000
"Kepler-202 b","Kepler-202",1,1.63000000,,,285.11100000
"Kepler-1047 c","Kepler-1047",1,0.99000000,,,817.64700000
"Kepler-697 b","Kepler-697",1,4.13000000,,,1277.33000000
"Kepler-1517 b","Kepler-1517",1,9.76000000,,,847.29900000
"Kepler-698 b","Kepler-698",1,3.68000000,,,1995.57000000
"Kepler-348 c","Kepler-348",1,1.33000000,,,570.78300000
"Kepler-203 b","Kepler-203",1,2.57000000,,,703.30200000
"Kepler-351 d","Kepler-351",1,2.72000000,,,1083.91000000
"Kepler-1519 b","Kepler-1519",1,7.06000000,,,1441.63000000
"Kepler-637 b","Kepler-637",1,4.75000000,,,786.09100000
"Kepler-352 d","Kepler-352",1,0.80628032,,,252.73300000
"Kepler-700 b","Kepler-700",1,5.99000000,,,1491.76000000
"KIC 5437945 b","KIC 5437945",1,6.40000000,,,1274.01000000
"Kepler-1520 b","Kepler-1520",1,5.77000000,,,607.91700000
"Kepler-1065 c","Kepler-1065",1,1.60000000,,,1122.48000000
"Kepler-170 b","Kepler-170",1,3.20000000,,,738.65700000
"Kepler-1067 b","Kepler-1067",1,0.80000000,,,667.69300000
"Kepler-638 b","Kepler-638",1,1.83000000,,,991.21400000
"Kepler-154 b","Kepler-154",1,2.26000000,,,915.21200000
"Kepler-1073 c","Kepler-1073",1,1.64000000,,,809.89700000
"Kepler-701 b","Kepler-701",1,2.84000000,,,774.15200000
"Kepler-1521 b","Kepler-1521",1,2.50000000,,,206.98300000
"Kepler-1073 d","Kepler-1073",1,1.48770949,,,809.89700000
"Kepler-557 b","Kepler-557",1,2.67000000,,,2097.12000000
"Kepler-1522 b","Kepler-1522",1,1.73000000,,,814.12500000
"Kepler-702 b","Kepler-702",1,9.17000000,,,992.07100000
"Kepler-1698 b","Kepler-1698",1,1.07315686,,,222.34500000
"Kepler-2001 b","Kepler-2001",1,1.04000000,,,776.55000000
"Kepler-1523 b","Kepler-1523",1,1.58000000,,,865.59600000
"Kepler-204 b","Kepler-204",1,2.53000000,,,686.72300000
"Kepler-1085 b","Kepler-1085",1,7.22000000,,,1364.53000000
"Kepler-1928 b","Kepler-1928",1,1.99200000,,,326.36200000
"Kepler-1524 b","Kepler-1524",1,3.54000000,,,381.77300000
"Kepler-639 b","Kepler-639",1,2.38000000,,,850.24200000
"Kepler-1086 c","Kepler-1086",2,2.94000000,,,466.08400000
"Kepler-171 b","Kepler-171",1,2.34000000,,,863.85500000
"Kepler-1525 b","Kepler-1525",1,0.91000000,,,382.98900000
"Kepler-1526 b","Kepler-1526",1,2.43000000,,,555.57400000
"Kepler-359 d","Kepler-359",1,4.01000000,,,1443.21000000
"Kepler-703 b","Kepler-703",1,8.20000000,,,1156.83000000
"Kepler-1527 b","Kepler-1527",1,4.77000000,,,1842.13000000
"Kepler-704 b","Kepler-704",1,2.61000000,,,1228.83000000
"Kepler-1929 b","Kepler-1929",1,3.07250761,,,508.20100000
"Kepler-1528 b","Kepler-1528",1,1.46000000,,,817.53400000
"Kepler-1529 b","Kepler-1529",1,2.10000000,,,661.01400000
"Kepler-172 b","Kepler-172",1,2.35000000,,,828.59200000
"Kepler-154 e","Kepler-154",1,1.50000000,,,915.21200000
"Kepler-1090 b","Kepler-1090",1,2.25000000,,,858.77000000
"Kepler-1530 d","Kepler-1530",1,3.27870115,,,489.87600000
"Kepler-1530 b","Kepler-1530",1,1.64000000,,,489.87600000
"Kepler-1530 c","Kepler-1530",1,1.65000000,,,489.87600000
"Kepler-1531 b","Kepler-1531",1,1.11000000,,,666.33400000
"Kepler-1093 c","Kepler-1093",1,1.96000000,,,1072.88000000
"Kepler-205 b","Kepler-205",1,1.51000000,,,159.72000000
"Kepler-1699 b","Kepler-1699",1,1.56671124,,,818.75900000
"Kepler-1532 b","Kepler-1532",1,1.35000000,,,798.24600000
"Kepler-1930 b","Kepler-1930",1,1.52955541,,,275.69400000
"Kepler-242 b","Kepler-242",1,2.61000000,,,600.24100000
"Kepler-1931 b","Kepler-1931",1,2.65323514,,,620.09100000
"Kepler-1533 b","Kepler-1533",1,3.46000000,,,966.80100000
"Kepler-705 b","Kepler-705",1,2.11000000,,,276.88100000
"Kepler-361 b","Kepler-361",1,1.45000000,,,930.32000000
"Kepler-206 c","Kepler-206",1,1.77000000,,,594.44700000
"Kepler-362 b","Kepler-362",1,0.88000000,,,1090.51000000
"Kepler-1535 b","Kepler-1535",1,2.55000000,,,897.73300000
"Kepler-173 c","Kepler-173",1,2.43000000,,,833.16500000
"Kepler-467 b","Kepler-467",1,2.25000000,,,466.26500000
"Kepler-539 b","Kepler-539",1,8.37312300,0.97000000,"G2 V",307.31800000
"Kepler-1536 b","Kepler-1536",1,3.14000000,,,387.24800000
"Kepler-1126 c","Kepler-1126",1,1.45000000,,,635.73600000
"Kepler-600 b","Kepler-600",1,2.90000000,,,619.72300000
"Kepler-1537 b","Kepler-1537",1,1.18000000,,,517.29200000
"Kepler-365 c","Kepler-365",1,1.64000000,,,1038.99000000
"Kepler-152 b","Kepler-152",1,2.79000000,,,441.09000000
"Kepler-1129 c","Kepler-1129",1,2.73000000,,,1183.88000000
"Kepler-1932 b","Kepler-1932",1,1.51482218,,,713.73300000
"Kepler-1933 b","Kepler-1933",1,1.17984089,,,328.00700000
"Kepler-439 b","Kepler-439",1,2.24000000,,,757.04800000
"Kepler-1801 c","Kepler-1801",1,2.91000000,,,839.33200000
"Kepler-1538 b","Kepler-1538",1,2.82000000,,,1125.30000000
